easting,northing,elevation,distanceToWatercourse,localAuthority,households,numberOfPostcodeUnits,headcount,Suspect Charged,Porosity Max(%),Permeability category,Permeability Max(m�),Permeability Min(m�),Description,PSD min(mm),Organic soil,predicted medianPrice
529818,173850,30.0,4320.0,Lambeth,17410.0,1428.0,41176.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,736895.2696783936
516108,102916,10.0,1060.0,Worthing,17335.0,1416.0,34441.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,363357.432388438
517869,175252,10.0,1180.0,Richmond upon Thames,10482.0,1212.0,22989.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,2369129.3694727896
268704,72478,260.0,390.0,Teignbridge,10952.0,1252.0,24396.0,546,90.0,Low to moderate,1e-05,1e-07,"Organic matter, highly variable         ",0.02,1.0,394569.3333333334
440449,115001,40.0,400.0,Southampton,27304.0,1875.0,70038.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,316985.9344829712
585891,166891,10.0,130.0,Swale,8593.0,1054.0,23660.0,1711,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,623053.6001916744
502052,144840,50.0,300.0,Waverley,4766.0,577.0,10809.0,302,55.0,Low to moderate,1e-05,1e-07,"silt, sand ",0.002,0.0,899558.4247448981
533403,175417,20.0,5590.0,Southwark,13085.0,873.0,30429.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,506305.3427318295
638820,165402,40.0,5070.0,Thanet,14335.0,1105.0,29972.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,314667.44551395957
504078,101536,0.0,1690.0,Arun,13834.0,1123.0,29858.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,455048.6432510868
513500,102700,10.0,3410.0,Worthing,17335.0,1416.0,34441.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,333156.8253809473
531385,180308,10.0,620.0,Lambeth,31597.0,3660.0,73174.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,865248.6250000001
294003,73071,10.0,440.0,Teignbridge,9917.0,811.0,19591.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,344781.44315256027
368049,80823,10.0,900.0,Dorset,18185.0,1313.0,37399.0,552,,,,,,,,362429.5623686975
362877,153422,150.0,1120.0,Mendip,14451.0,1458.0,37449.0,964,,,,,,,,374980.2219910006
471540,108241,20.0,1560.0,Havant,20529.0,1478.0,50906.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,293257.491115231
285946,83027,110.0,940.0,Teignbridge,10952.0,1252.0,24396.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,376374.2509639631
409129,108953,40.0,1680.0,Dorset,5715.0,375.0,13654.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,373832.5024663762
532386,179822,10.0,1380.0,Southwark,31597.0,3660.0,73174.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1092095.6488095238
333400,162360,50.0,2380.0,North Somerset,17732.0,1269.0,35965.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,307117.55881517235
353998,145196,30.0,160.0,Mendip,8275.0,958.0,19145.0,964,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,397052.10418178135
475395,183369,50.0,1380.0,South Oxfordshire,10408.0,1636.0,23698.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,850597.0289606227
403800,90740,10.0,2440.0,"Bournemouth, Christchurch and Poole",11136.0,827.0,25208.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,655946.6004432937
537300,167700,50.0,1310.0,Bromley,21766.0,1551.0,49900.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,602397.6682177633
486025,159806,60.0,420.0,Surrey Heath,13655.0,1493.0,36131.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,496267.07783336384
403680,91738,30.0,2310.0,"Bournemouth, Christchurch and Poole",11136.0,827.0,25208.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,474477.58199172607
451636,179841,110.0,6790.0,West Berkshire,7773.0,1178.0,19900.0,1089,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,584474.5173429168
486800,167200,80.0,470.0,Bracknell Forest,22261.0,1547.0,58053.0,1089,55.0,Low to moderate,1e-05,1e-07,"silt, sand ",0.002,0.0,613438.4140863873
561904,99850,10.0,1360.0,Eastbourne,14317.0,1050.0,33590.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,295909.110583738
271808,149437,140.0,900.0,North Devon,1003.0,152.0,1632.0,534,90.0,Low to moderate,1e-05,1e-07,"Organic matter, highly variable         ",0.02,1.0,350657.6803784014
504118,170490,20.0,330.0,Spelthorne,11533.0,1207.0,26696.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,480640.1316519308
514782,158598,40.0,1420.0,Mole Valley,10478.0,1279.0,24918.0,302,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,1178173.3349296213
524693,150769,90.0,1970.0,Reigate and Banstead,10869.0,1124.0,27631.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,634211.2837906873
413857,130232,50.0,150.0,Wiltshire,13169.0,1086.0,30982.0,343,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,345493.18379611394
429919,102299,20.0,250.0,New Forest,2447.0,217.0,4864.0,759,60.0,Very low,1e-05,1e-08,"clay, fine silt",0.002,1.0,744025.44452033
448738,114199,30.0,650.0,Eastleigh,13546.0,984.0,33539.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,366457.63221375074
354890,146349,70.0,930.0,Mendip,8275.0,958.0,19145.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,372374.8629686048
486754,159389,70.0,990.0,Surrey Heath,13655.0,1493.0,36131.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,482305.4730475341
409496,193495,90.0,1030.0,Wiltshire,9301.0,828.0,22816.0,343,,,,,,,,411852.5005435544
529752,118802,30.0,170.0,Mid Sussex,13049.0,1131.0,34156.0,506,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,446545.48305551463
540089,119781,50.0,580.0,Lewes,6858.0,819.0,16084.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,543088.5654025627
531600,109400,90.0,5980.0,Brighton and Hove,37904.0,2845.0,84832.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,456232.59924450546
513939,175863,20.0,2230.0,Hounslow,13999.0,1210.0,47894.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,953909.856320391
426600,95700,30.0,580.0,New Forest,,,,552,60.0,Very low,1e-05,1e-08,"clay, fine silt",0.002,1.0,431337.06907994434
637307,165599,40.0,4090.0,Thanet,8186.0,634.0,19071.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,316975.81534105714
528221,143612,60.0,1180.0,Reigate and Banstead,12423.0,1299.0,35063.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,432498.8779536579
528032,135786,80.0,490.0,Crawley,27030.0,2243.0,73721.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1206071.6977040814
455573,106785,30.0,1140.0,Fareham,9635.0,897.0,23064.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,355064.8903468135
534841,165859,70.0,2780.0,Croydon,63758.0,2862.0,170306.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,476193.175643169
520924,175856,10.0,1510.0,Richmond upon Thames,7264.0,599.0,17471.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,732038.119047619
493836,105757,10.0,1950.0,Arun,15930.0,1454.0,36181.0,302,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,413617.8845819882
582202,166037,30.0,3710.0,Medway,20882.0,1425.0,50824.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,434241.2364718615
442878,110984,10.0,1950.0,Southampton,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,502780.05557829875
484006,159872,70.0,860.0,Hart,4268.0,425.0,11948.0,302,60.0,Very low,1e-05,1e-08,"clay, fine silt",0.002,1.0,462203.7013899328
387536,144893,120.0,60.0,Wiltshire,13235.0,1324.0,29448.0,343,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,305072.86759777117
486025,159806,60.0,420.0,Surrey Heath,13655.0,1493.0,36131.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,496267.07783336384
295169,93834,40.0,1680.0,Exeter,22358.0,2095.0,60690.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,319794.44447987527
329988,135689,10.0,1290.0,Sedgemoor,20464.0,1565.0,52695.0,964,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,286056.3541666666
378997,148783,90.0,1100.0,Mendip,14636.0,1379.0,35288.0,964,,,,,,,,443069.3498203299
532904,165801,60.0,3530.0,Croydon,,,,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,508514.64274529414
465374,100454,10.0,3300.0,Portsmouth,13026.0,1276.0,31461.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,270779.4254658661
284335,66664,80.0,1330.0,Teignbridge,23466.0,2138.0,58503.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,401362.152467143
503462,106100,20.0,930.0,Arun,6038.0,623.0,14259.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,402310.07687088073
579872,155731,60.0,1170.0,Maidstone,13387.0,1428.0,34286.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,490990.9041936392
386288,150274,70.0,1710.0,Wiltshire,8718.0,742.0,21944.0,343,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,271202.1765998139
548656,177021,50.0,2600.0,Bexley,14507.0,814.0,36100.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,462191.8630808892
509441,152949,90.0,2090.0,Guildford,3876.0,497.0,9133.0,302,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,879720.0108519131
566819,104871,0.0,1180.0,Wealden,4377.0,396.0,10644.0,506,60.0,Very low,1e-05,1e-08,"clay, fine silt",0.002,1.0,327482.2646362954
446863,168667,90.0,660.0,West Berkshire,16998.0,1721.0,42335.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,382347.0604084964
633063,158213,0.0,1470.0,Dover,4225.0,513.0,8511.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,502489.78879466385
442539,111942,10.0,1310.0,Southampton,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,509738.96005442215
439637,113950,20.0,1220.0,Southampton,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,508552.8018444118
450579,89617,20.0,1620.0,Isle of Wight,12952.0,1275.0,31257.0,759,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,270560.023421325
293477,72211,10.0,370.0,Teignbridge,9917.0,811.0,19591.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,375784.4815531478
531009,178776,10.0,2130.0,Lambeth,10222.0,814.0,23014.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,481600.7021520146
471613,170786,50.0,550.0,Reading,7309.0,610.0,17328.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,592596.8177662899
512400,171700,20.0,2940.0,Hounslow,14199.0,1074.0,39916.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,410372.6515010712
509887,170187,20.0,2750.0,Spelthorne,8449.0,835.0,22399.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,546759.634375067
364106,171006,50.0,790.0,South Gloucestershire,20755.0,1379.0,49777.0,964,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,376318.9650221716
344635,166432,10.0,870.0,North Somerset,4970.0,411.0,12523.0,964,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,391504.1187151526
540421,169620,70.0,860.0,Bromley,24250.0,1687.0,60637.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,455990.83525397116
266741,101858,150.0,1540.0,West Devon,9223.0,1154.0,22305.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,354181.0906836219
361557,166677,100.0,2390.0,Bath and North East Somerset,12189.0,741.0,30930.0,964,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,456262.16558694304
203796,52690,40.0,270.0,Cornwall,11576.0,907.0,27666.0,546,60.0,Very low,1e-05,1e-08,"clay, fine silt",0.002,1.0,352014.97991071426
282789,100409,80.0,1340.0,Mid Devon,8521.0,1117.0,20542.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,298870.1019345238
575597,142976,30.0,900.0,Maidstone,11985.0,1502.0,31362.0,1711,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,1615818.3252011265
289227,60182,20.0,1000.0,Torbay,9400.0,827.0,20828.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,304814.5684495082
447835,114144,50.0,1430.0,Eastleigh,13546.0,984.0,33539.0,759,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,405555.54338754935
517433,163373,40.0,1390.0,Kingston upon Thames,8490.0,581.0,21792.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,470271.2530055181
401516,163173,140.0,5060.0,Wiltshire,13785.0,1468.0,32677.0,343,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,409179.24120671005
618927,153705,70.0,950.0,Canterbury,7152.0,957.0,17187.0,1711,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,634422.3224213067
346713,92867,10.0,600.0,Dorset,11787.0,1122.0,21781.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,344550.30978708796
532838,124157,70.0,900.0,Mid Sussex,14681.0,1407.0,39232.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,378619.00153112615
466666,99245,10.0,2140.0,Portsmouth,18878.0,1003.0,41272.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,306489.2559257038
483734,146805,70.0,910.0,Waverley,12872.0,1267.0,31883.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,505403.04027625924
358199,167511,70.0,430.0,"Bristol, City of",13010.0,812.0,32398.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,261026.22057870904
501634,150434,70.0,1680.0,Guildford,13202.0,1513.0,31811.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,725245.1264882544
622961,136384,20.0,110.0,Folkestone and Hythe,12066.0,1054.0,23774.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,302268.0118855238
254641,55924,40.0,1510.0,Plymouth,13230.0,943.0,31340.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,277416.279265873
429296,114038,30.0,380.0,New Forest,17572.0,1266.0,41106.0,759,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,490797.853844234
303297,95140,40.0,430.0,East Devon,8102.0,1148.0,19842.0,534,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,472869.71379640023
439619,113721,20.0,690.0,Southampton,27304.0,1875.0,70038.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,278969.2096601882
360574,179038,70.0,1380.0,South Gloucestershire,12841.0,1036.0,36399.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,614427.4985521028
440532,115047,40.0,450.0,Southampton,27304.0,1875.0,70038.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,315858.7513359261
579567,111053,40.0,740.0,Hastings,13441.0,806.0,28957.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,287272.7917965797
527588,175552,10.0,1520.0,Wandsworth,33266.0,2113.0,74755.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,773497.458897114
526200,129785,150.0,1150.0,Mid Sussex,7748.0,916.0,20487.0,506,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,606457.2272929691
533992,174568,30.0,4090.0,Southwark,13085.0,873.0,30429.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,708340.2527188507
460037,100686,10.0,2230.0,Gosport,22011.0,1274.0,46366.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,297699.8750283791
471321,174026,40.0,540.0,Reading,19209.0,2421.0,49231.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,573437.2148013161
444152,118513,10.0,980.0,Eastleigh,19373.0,1506.0,51842.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,346178.7607829268
504217,191633,50.0,520.0,Hillingdon,6366.0,618.0,15734.0,834,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,468003.5121274235
470200,194900,110.0,2370.0,South Oxfordshire,5803.0,892.0,16011.0,1089,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,607493.7578358774
490403,106124,20.0,1530.0,Chichester,15930.0,1454.0,36181.0,759,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,471643.87301691715
529005,126675,70.0,1010.0,Mid Sussex,7748.0,916.0,20487.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,739406.5328642039
246961,54584,10.0,2420.0,Plymouth,12083.0,1431.0,26332.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,263791.3824404762
512300,165600,20.0,970.0,Elmbridge,16118.0,1398.0,39937.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,584799.4681774518
450092,114513,20.0,880.0,Eastleigh,13546.0,984.0,33539.0,759,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,387067.5550512454
358530,173092,20.0,720.0,"Bristol, City of",6076.0,1475.0,18751.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1883526.1971371884
518000,175200,10.0,1270.0,Richmond upon Thames,10482.0,1212.0,22989.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1284624.4047619049
291819,56259,50.0,3210.0,Torbay,9980.0,802.0,19128.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,307136.80580357136
517699,131139,50.0,1600.0,Horsham,18860.0,1665.0,49602.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,577187.1597954427
513333,169255,10.0,770.0,Richmond upon Thames,9982.0,874.0,24040.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,748189.1190476189
513261,115775,30.0,190.0,Horsham,11269.0,1166.0,26481.0,506,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,506541.557510079
581387,109639,10.0,420.0,Hastings,14762.0,1021.0,30460.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,313055.54473948677
279032,106379,170.0,1680.0,Mid Devon,8521.0,1117.0,20542.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,401054.06443758926
457721,168111,110.0,1260.0,West Berkshire,13178.0,1877.0,36324.0,1089,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,545091.8493764363
409725,92040,40.0,1960.0,"Bournemouth, Christchurch and Poole",12377.0,907.0,32123.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,316454.5099234943
530045,171870,50.0,4050.0,Lambeth,33397.0,2065.0,85970.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,584913.043475714
520355,168156,20.0,1430.0,Kingston upon Thames,14739.0,1130.0,40358.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,605144.6157740029
557678,121454,150.0,2380.0,Wealden,6968.0,907.0,16967.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,433550.0041713838
295607,112672,70.0,340.0,Mid Devon,14368.0,1494.0,33738.0,534,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,274641.788753958
441791,107681,20.0,700.0,New Forest,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,503397.5441036946
500563,171231,20.0,1030.0,Runnymede,9678.0,974.0,27424.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1774766.6449805228
444359,114141,40.0,1570.0,Southampton,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,499422.2371598674
516079,102807,10.0,1170.0,Worthing,17335.0,1416.0,34441.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,359195.79278471344
435655,112026,10.0,790.0,New Forest,17572.0,1266.0,41106.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,351217.8164468119
510152,179500,30.0,580.0,Hillingdon,10036.0,766.0,38026.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,957321.9036531457
500740,158617,40.0,1020.0,Woking,20197.0,1650.0,50863.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,592512.8786466053
471613,170786,50.0,550.0,Reading,15059.0,1326.0,46586.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,592305.8675884288
567248,149655,20.0,250.0,Tonbridge and Malling,11985.0,1502.0,31362.0,1711,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,421093.00056435924
594570,172695,10.0,650.0,Swale,15919.0,1160.0,42961.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,485727.84401357255
534608,179386,0.0,1200.0,Southwark,20623.0,1580.0,53697.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,689922.1791179483
531514,175694,20.0,4000.0,Lambeth,19134.0,1654.0,48003.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,899216.1256377551
448152,130704,60.0,520.0,Winchester,10185.0,1205.0,23309.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,555296.2969730139
540381,123219,20.0,900.0,Lewes,11107.0,1319.0,27569.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,679192.8125114709
518044,164519,40.0,1440.0,Kingston upon Thames,8490.0,581.0,21792.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,454541.9162888617
532109,105518,30.0,8670.0,Brighton and Hove,42545.0,2476.0,94305.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,943197.8788078751
405100,96700,20.0,710.0,"Bournemouth, Christchurch and Poole",8690.0,592.0,20871.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,335451.25981392607
588366,144059,30.0,2750.0,Ashford,5570.0,779.0,14296.0,1711,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,616942.8988214587
149201,35017,170.0,1860.0,Cornwall,4464.0,577.0,9725.0,546,90.0,Low to moderate,1e-05,1e-07,"Organic matter, highly variable         ",0.02,1.0,364080.56271258503
457310,105177,10.0,1910.0,Fareham,14121.0,1158.0,33652.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,402160.5562895137
521947,167348,20.0,1480.0,Kingston upon Thames,14739.0,1130.0,40358.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,573136.8661385345
350040,138992,20.0,600.0,Mendip,6035.0,707.0,13323.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,311181.08060861356
509821,191299,80.0,1630.0,Hillingdon,9406.0,971.0,23468.0,834,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,571364.1770833334
449414,112789,30.0,780.0,Eastleigh,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,511026.2609603341
409939,93462,40.0,2900.0,"Bournemouth, Christchurch and Poole",12377.0,907.0,32123.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,304822.37348884577
517862,168028,10.0,1170.0,Kingston upon Thames,10583.0,1065.0,23628.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,535572.3083121317
251889,51955,80.0,770.0,Plymouth,12468.0,1096.0,31092.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,283842.0982142857
487429,161820,90.0,310.0,Surrey Heath,13655.0,1493.0,36131.0,302,55.0,Low to moderate,1e-05,1e-07,"silt, sand ",0.002,0.0,421654.29568667477
361520,169251,40.0,250.0,"Bristol, City of",12189.0,741.0,30930.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,334194.2604166666
440182,114881,30.0,350.0,Southampton,27304.0,1875.0,70038.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,292871.9882911914
481212,168249,60.0,590.0,Wokingham,11340.0,1262.0,32242.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,644166.3129117754
251438,57565,50.0,470.0,Plymouth,17552.0,1234.0,42830.0,546,90.0,Low to moderate,1e-05,1e-07,"Organic matter, highly variable         ",0.02,1.0,324266.87624007935
